target,source,value
LCV_PROPANE_MD,PROPANE,32.45331191200073
LCV_PROPANE_SD,PROPANE,41.848736748
ELECTRICITY_LV,PV_ROOF,13.595016
HYDRO_RIVER,RES_HYDRO,73573.19568
HYDRO_DAM,RES_HYDRO,127918.533528
PV_ROOF,RES_SOLAR,13.595016
WIND_ONSHORE,RES_WIND_ONSHORE,11587.115328
MOBILITY_PASSENGER_SD,SCHOOLBUS_CNG_SD,122.92625430430775
MOBILITY_PASSENGER_SD,SCHOOLBUS_DIESEL_SD,110.87364683457211
MOBILITY_PASSENGER_SD,SCHOOLBUS_GASOLINE_SD,30.581283030668715
MOBILITY_FREIGHT_ELD,SEMI_LH_DIESEL_ELD,8842.580692693995
MOBILITY_FREIGHT_LD,SEMI_LH_DIESEL_LD,5815.877080549309
MOBILITY_FREIGHT_MD,SEMI_SH_DIESEL_MD,10061.389239216514
MOBILITY_FREIGHT_ELD,SHIP_BULK_CARRIER_ELD,2237.7075696982624
MOBILITY_FREIGHT_ELD,SHIP_CONTAINER_ELD,1277.5054505949201
MOBILITY_FREIGHT_ELD,SHIP_OIL_TANKER_ELD,1684.3378151860006
MOBILITY_PASSENGER_LD,SUV_DIESEL_LD,12.62063901512701
MOBILITY_PASSENGER_MD,SUV_DIESEL_MD,98.82536646379322
MOBILITY_PASSENGER_SD,SUV_DIESEL_SD,100.84308227763661
MOBILITY_PASSENGER_LD,SUV_EV_LD,26.74968689172001
MOBILITY_PASSENGER_MD,SUV_EV_MD,209.4622630992715
MOBILITY_PASSENGER_SD,SUV_EV_SD,213.73885053587014
MOBILITY_PASSENGER_LD,SUV_GASOLINE_LD,1738.3023366696018
MOBILITY_PASSENGER_MD,SUV_GASOLINE_MD,13611.70105890336
MOBILITY_PASSENGER_SD,SUV_GASOLINE_SD,13889.610926203522
MOBILITY_PASSENGER_LD,SUV_HY_GASOLINE_LD,38.158898393460035
MOBILITY_PASSENGER_MD,SUV_HY_GASOLINE_MD,298.8015989574586
MOBILITY_PASSENGER_SD,SUV_HY_GASOLINE_SD,304.9022260838783
MOBILITY_PASSENGER_LD,SUV_PHEV_GASOLINE_LD,26.339468051208076
MOBILITY_PASSENGER_MD,SUV_PHEV_GASOLINE_MD,206.25006225929275
MOBILITY_PASSENGER_SD,SUV_PHEV_GASOLINE_SD,210.4610662466064
ELECTRICITY_HV,TRAFO_EH,185958.60863085743
ELECTRICITY_MV,TRAFO_HM,118409.09619604479
ELECTRICITY_LV,TRAFO_ML,111701.01758693818
MOBILITY_PASSENGER_LD,TRAIN_DIESEL_LD,57.01640925825578
MOBILITY_FREIGHT_ELD,TRAIN_FREIGHT_DIESEL_ELD,1241.418699681
MOBILITY_FREIGHT_LD,TRAIN_FREIGHT_DIESEL_LD,413.881937559
MOBILITY_FREIGHT_LD,TRUCK_LH_DIESEL_LD,72.61575280711209
MOBILITY_FREIGHT_LD,TRUCK_LH_GASOLINE_LD,76.66850868242827
MOBILITY_FREIGHT_MD,TRUCK_SH_DIESEL_MD,1818.8855602708022
MOBILITY_FREIGHT_SD,TRUCK_SH_DIESEL_SD,2505.1705828794684
MOBILITY_FREIGHT_MD,TRUCK_SH_GASOLINE_MD,2041.9131295593222
MOBILITY_FREIGHT_SD,TRUCK_SH_GASOLINE_SD,2813.9561835840004
ELECTRICITY_MV,WIND_ONSHORE,11587.115328
DEC_BOILER_WOOD,WOOD,9957.037124538607
